DICOFRE,Freguesia,Concelho,Distrito,Area_ha,Des_Simpli,População,X,Y,Meridian
030126,União das freguesias de Caldelas, Sequeiros e Paranhos,Amares,Braga,1137.27,Caldelas, Sequeiros e Paranhos,1125,-18799.98868,222725.4088,0
030127,União das freguesias de Ferreiros, Prozelo e Besteiros,Amares,Braga,733.76,Ferreiros, Prozelo e Besteiros,4728,-19362.50527,217500.4784,0
030128,União das freguesias de Torre e Portela,Amares,Braga,359.47,Torre e Portela,563,-20291.02377,220878.9064,0
030129,União das freguesias de Vilela, Seramil e Paredes Secas,Amares,Braga,860.24,Vilela, Seramil e Paredes Secas,554,-15612.91399,222230.2819,0
030201,Abade de Neiva,Barcelos,Braga,750.36,Abade de Neiva,2009,-42462.65907,209546.1202,-1
030202,Aborim,Barcelos,Braga,618.12,Aborim,827,-41037.03966,215889.2998,-1
031216,Gavião,Vila Nova de Famalicão,Braga,404.09,Gavião,3884,-31283.43753,195027.9475,-1
031219,Joane,Vila Nova de Famalicão,Braga,731.58,Joane,7946,-24174.93454,196888.4984,0
031221,Landim,Vila Nova de Famalicão,Braga,451,Landim,2838,-27468.06391,190709.1718,-1
031223,Louro,Vila Nova de Famalicão,Braga,498.03,Louro,2212,-34163.22775,195974.7276,-1
031224,Lousado,Vila Nova de Famalicão,Braga,579.5,Lousado,3884,-33173.89128,187555.842,-1
031225,Mogege,Vila Nova de Famalicão,Braga,286.81,Mogege,1874,-23250.25502,194869.5091,0
031227,Nine,Vila Nova de Famalicão,Braga,433.61,Nine,3019,-34145.6146,199485.3415,-1
031230,Pedome,Vila Nova de Famalicão,Braga,263.08,Pedome,1997,-21288.29895,194163.0423,0
031232,Pousada de Saramagos,Vila Nova de Famalicão,Braga,212.03,Pousada de Saramagos,2179,-25325.46508,195495.1679,-1
031233,Requião,Vila Nova de Famalicão,Braga,741.64,Requião,3197,-28949.41846,193644.0387,-1
031234,Riba de Ave,Vila Nova de Famalicão,Braga,275.72,Riba de Ave,3191,-21300.68407,191210.9216,0
031235,Ribeirão,Vila Nova de Famalicão,Braga,1031.35,Ribeirão,9061,-35930.70261,187928.86,-1
031239,Oliveira (Santa Maria),Vila Nova de Famalicão,Braga,452.08,Oliveira (Santa Maria),3279,-22492.735,193019.2768,0
031241,Vale (São Martinho),Vila Nova de Famalicão,Braga,360.12,Vale (São Martinho),2036,-28818.43481,195509.1771,-1
031242,Oliveira (São Mateus),Vila Nova de Famalicão,Braga,201.83,Oliveira (São Mateus),2418,-23036.23998,191616.4028,0
031247,Vermoim,Vila Nova de Famalicão,Braga,471.44,Vermoim,2947,-26577.0127,194749.005,-1
031249,Vilarinho das Cambas,Vila Nova de Famalicão,Braga,841.06,Vilarinho das Cambas,1485,-35663.80355,190908.4591,-1
031250,União das freguesias de Antas e Abade de Vermoim,Vila Nova de Famalicão,Braga,544.19,Antas e Abade de Vermoim,8195,-31110.88544,192270.5418,-1
031251,União das freguesias de Arnoso (Santa Maria e Santa Eulália) e Sezures,Vila Nova de Famalicão,Braga,880.9,Arnoso (Santa Maria e Santa Eulália) e Sezures,3527,-30459.04443,200015.8925,-1
031252,União das freguesias de Avidos e Lagoa,Vila Nova de Famalicão,Braga,467.33,Avidos e Lagoa,2537,-29444.11091,190377.5676,-1
031253,União das freguesias de Carreira e Bente,Vila Nova de Famalicão,Braga,357.97,Carreira e Bente,2352,-25935.50416,190244.3523,-1
050413,Castelo Novo,Fundão,Castelo Branco,4051.09,Castelo Novo,353,56666.72349,42973.45691,1
050416,Fatela,Fundão,Castelo Branco,1126.57,Fatela,456,60115.92137,55194.39199,1
050419,Lavacolhos,Fundão,Castelo Branco,1986.53,Lavacolhos,180,42577.80909,50845.65187,1
050420,Orca,Fundão,Castelo Branco,5498.32,Orca,539,65844.95254,42202.81628,1
050421,Pêro Viseu,Fundão,Castelo Branco,1920.08,Pêro Viseu,644,59827.43125,59230.27426,1
050424,Silvares,Fundão,Castelo Branco,2024.53,Silvares,968,40069.20943,52188.46504,1
050425,Soalheira,Fundão,Castelo Branco,1242.29,Soalheira,852,55717.84197,39566.55966,1
050426,Souto da Casa,Fundão,Castelo Branco,2936.94,Souto da Casa,746,49757.93429,47981.56848,1
050427,Telhado,Fundão,Castelo Branco,1764.15,Telhado,579,48822.41507,54181.16114,1
050431,Enxames,Fundão,Castelo Branco,2248.39,Enxames,437,64027.20146,54340.4811,1
050432,Três Povos,Fundão,Castelo Branco,6595.68,Três Povos,740,70593.31636,61221.87986,1
050433,União das freguesias de Janeiro de Cima e Bogas de Baixo,Fundão,Castelo Branco,4636.09,Janeiro de Cima e Bogas de Baixo,425,32149.83997,42165.48324,1
050434,União das freguesias de Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo,Fundão,Castelo Branco,5783.14,Fundão, Valverde, Donas, A. Joanes, A. Nova do Cabo,12639,54492.3905,54139.14879,1
050435,União das freguesias de Póvoa de Atalaia e Atalaia do Campo,Fundão,Castelo Branco,2418.16,Póvoa de Atalaia e Atalaia do Campo,1039,60773.61498,43364.26344,1
050436,União das freguesias de Vale de Prazeres e Mata da Rainha,Fundão,Castelo Branco,7268.9,Vale de Prazeres e Mata da Rainha,1197,66357.44628,50242.36308,1
050502,Aldeia de Santa Margarida,Idanha-a-Nova,Castelo Branco,1362.18,Aldeia de Santa Margarida,201,72468.63679,44045.04091,1
050505,Ladoeiro,Idanha-a-Nova,Castelo Branco,6328.46,Ladoeiro,1053,73606.50979,19103.44675,1
050506,Medelim,Idanha-a-Nova,Castelo Branco,3047.42,Medelim,230,81280.33818,42903.60885,2
050509,Oledo,Idanha-a-Nova,Castelo Branco,2766.52,Oledo,284,70597.93097,33494.90814,1
050510,Penha Garcia,Idanha-a-Nova,Castelo Branco,12841.79,Penha Garcia,551,99529.69216,41757.14318,2
050511,Proença-a-Velha,Idanha-a-Nova,Castelo Branco,5800.17,Proença-a-Velha,190,76287.94913,39327.21515,2
060208,Murtede,Cantanhede,Coimbra,2016.1,Murtede,1288,-31769.84828,75099.22057,-1
060209,Ourentã,Cantanhede,Coimbra,1836.08,Ourentã,1126,-35349.8975,78545.83578,-1
060214,Tocha,Cantanhede,Coimbra,7843.95,Tocha,3707,-55160.19834,75002.36396,-1
060215,São Caetano,Cantanhede,Coimbra,1903.81,São Caetano,724,-46809.59057,78823.15216,-1
060218,Sanguinheira,Cantanhede,Coimbra,2660.47,Sanguinheira,1753,-48596.18075,73276.56956,-1
060220,União das freguesias de Cantanhede e Pocariça,Cantanhede,Coimbra,5409,Cantanhede e Pocariça,8831,-40078.7236,76235.47135,-1
060221,União das freguesias de Covões e Camarneira,Cantanhede,Coimbra,3685.94,Covões e Camarneira,2754,-39786.4585,86173.29093,-1
060222,União das freguesias de Portunhos e Outil,Cantanhede,Coimbra,3072.15,Portunhos e Outil,1850,-37244.64284,70510.32392,-1
060223,União das freguesias de Sepins e Bolho,Cantanhede,Coimbra,1761.36,Sepins e Bolho,1711,-32112.16243,80447.10969,-1
060224,União das freguesias de Vilamar e Corticeiro de Cima,Cantanhede,Coimbra,1104.58,Vilamar e Corticeiro de Cima,1363,-45459.8168,83155.64508,-1
060301,Almalaguês,Coimbra,Coimbra,2316.39,Almalaguês,2853,-21991.80562,51536.55497,0
060309,Brasfemes,Coimbra,Coimbra,917.79,Brasfemes,1932,-22342.93547,66836.60472,0
060311,Ceira,Coimbra,Coimbra,1242.49,Ceira,3244,-19537.32149,56961.80415,0
060312,Cernache,Coimbra,Coimbra,1916.52,Cernache,3962,-28221.16999,51911.34645,-1
060318,Santo António dos Olivais,Coimbra,Coimbra,1927.33,Santo António dos Olivais,41150,-22744.20067,60269.09006,0
060320,São João do Campo,Coimbra,Coimbra,791.95,São João do Campo,1825,-32444.69498,63707.44953,-1
060324,São Silvestre,Coimbra,Coimbra,1027.34,São Silvestre,2794,-34091.92896,62090.78045,-1
060329,Torres do Mondego,Coimbra,Coimbra,1666.29,Torres do Mondego,2034,-19390.21281,60034.27292,0
060332,União das freguesias de Antuzede e Vil de Matos,Coimbra,Coimbra,1762.39,Antuzede e Vil de Matos,2842,-29792.20185,66261.80114,-1
060333,União das freguesias de Assafarge e Antanhol,Coimbra,Coimbra,1951.13,Assafarge e Antanhol,4993,-27180.00282,54905.07902,-1
060334,União das freguesias de Coimbra (Sé Nova, Santa Cruz, Almedina e São Bartolomeu),Coimbra,Coimbra,833.48,Sé Nova, Santa Cruz, Almedina e São Bartolomeu,13880,-25890.42234,61499.85597,-1
100104,Bárrio,Alcobaça,Leiria,1501.28,Bárrio,1411,-76511.63279,-12252.66911,-2
100105,Benedita,Alcobaça,Leiria,2917.55,Benedita,8480,-71793.30604,-27504.88987,-1
100106,Cela,Alcobaça,Leiria,2582.71,Cela,3075,-78182.75767,-15243.00689,-2
100108,Évora de Alcobaça,Alcobaça,Leiria,4242.38,Évora de Alcobaça,4141,-70981.81853,-17296.67543,-1
100109,Maiorga,Alcobaça,Leiria,1003.81,Maiorga,1846,-72390.97675,-10052.27685,-1
100112,São Martinho do Porto,Alcobaça,Leiria,1463.73,São Martinho do Porto,3111,-84784.67721,-15999.57266,-2
100114,Turquel,Alcobaça,Leiria,4056.73,Turquel,4438,-70671.01859,-22118.84917,-1
100116,Vimeiro,Alcobaça,Leiria,2016.57,Vimeiro,1753,-77155.95644,-20373.28909,-2
100120,Aljubarrota,Alcobaça,Leiria,4794.2,Aljubarrota,6243,-67447.5648,-12939.63267,-1
100121,União das freguesias de Alcobaça e Vestiaria,Alcobaça,Leiria,980.61,Alcobaça e Vestiaria,7243,-73911.2386,-12173.58433,-1
100122,União das freguesias de Coz, Alpedriz e Montes,Alcobaça,Leiria,3747.44,Coz, Alpedriz e Montes,2826,-70406.4341,-5560.331587,-1
100123,União das freguesias de Pataias e Martingança,Alcobaça,Leiria,8708.39,Pataias e Martingança,6729,-74548.40928,1614.739476,-1
100201,Almoster,Alvaiázere,Leiria,2584.04,Almoster,600,-27428.16749,19207.3775,-1
100204,Maçãs de Dona Maria,Alvaiázere,Leiria,2454.26,Maçãs de Dona Maria,1495,-17291.07857,22798.69706,0
100205,Pelmá,Alvaiázere,Leiria,3039.49,Pelmá,637,-26046.96776,12337.32082,-1
100208,Alvaiázere,Alvaiázere,Leiria,3851.69,Alvaiázere,1809,-22432.19859,18067.82253,0
100209,Pussos São Pedro,Alvaiázere,Leiria,4118.28,Pussos São Pedro,1697,-19798.84894,13807.23702,0
100301,Alvorge,Ansião,Leiria,3904.52,Alvorge,1051,-27321.67957,35422.10369,-1
100303,Avelar,Ansião,Leiria,849.58,Avelar,1929,-18906.21726,28713.66972,0
100304,Chão de Couce,Ansião,Leiria,2379.49,Chão de Couce,1684,-22141.99784,26028.05794,0
100306,Pousaflores,Ansião,Leiria,2527.46,Pousaflores,802,-24931.66301,23124.08285,0
100307,Santiago da Guarda,Ansião,Leiria,4123.38,Santiago da Guarda,2652,-30462.9625,29882.23991,-1
100309,Ansião,Ansião,Leiria,3825,Ansião,3524,-25063.28032,29896.66795,-1
100401,Batalha,Batalha,Leiria,2841.64,Batalha,8818,-59947.73062,-947.8224922,-1
100402,Reguengo do Fetal,Batalha,Leiria,2816.55,Reguengo do Fetal,1907,-54379.69383,-1992.589519,-1
100403,São Mamede,Batalha,Leiria,4177.16,São Mamede,3385,-49835.44468,-6334.665531,-1
170642,União das freguesias de Viade de Baixo e Fervidelas,Montalegre,Vila Real,4830.92,Viade de Baixo e Fervidelas,695,22434.7341,230859.7529,0
170643,União das freguesias de Vilar de Perdizes e Meixide,Montalegre,Vila Real,3704.45,Vilar de Perdizes e Meixide,463,42641.18703,241179.5481,1
170701,Candedo,Murça,Vila Real,2878.42,Candedo,821,63730.35083,187915.602,1
170703,Fiolhoso,Murça,Vila Real,1619.91,Fiolhoso,416,53871.8826,192579.0954,1
170704,Jou,Murça,Vila Real,3729.14,Jou,535,58455.79074,201918.3815,1
170705,Murça,Murça,Vila Real,1395.92,Murça,1964,56871.52481,193902.4794,1
170708,Valongo de Milhais,Murça,Vila Real,2211.55,Valongo de Milhais,265,57033.06037,197182.8688,1
170710,União das freguesias de Carva e Vilares,Murça,Vila Real,2930.1,Carva e Vilares,432,49822.87498,194812.1108,1
170711,União das freguesias de Noura e Palheiros,Murça,Vila Real,4172.06,Noura e Palheiros,812,61332.46494,194072.2608,1
170802,Fontelas,Peso da Régua,Vila Real,323.48,Fontelas,630,26062.87757,165675.1037,1
170805,Loureiro,Peso da Régua,Vila Real,485.86,Loureiro,892,27119.32815,168552.706,1
170809,Sedielos,Peso da Régua,Vila Real,1263.39,Sedielos,729,22232.88445,170577.7697,0
170810,Vilarinho dos Freires,Peso da Régua,Vila Real,789.58,Vilarinho dos Freires,737,32532.44851,168504.307,1
170813,União das freguesias de Galafura e Covelinhas,Peso da Régua,Vila Real,1585.37,Galafura e Covelinhas,705,38172.95817,167471.3873,1
170814,União das freguesias de Moura Morta e Vinhós,Peso da Régua,Vila Real,1279.84,Moura Morta e Vinhós,750,23721.97479,171779.5099,0
170815,União das freguesias de Peso da Régua e Godim,Peso da Régua,Vila Real,1012.68,Peso da Régua e Godim,8905,28634.81868,166490.8524,1
170816,União das freguesias de Poiares e Canelas,Peso da Régua,Vila Real,2745.81,Poiares e Canelas,1192,34502.68199,166971.2737,1
170901,Alvadia,Ribeira de Pena,Vila Real,3373.85,Alvadia,165,30719.62781,196643.1699,1
170902,Canedo,Ribeira de Pena,Vila Real,3615.62,Canedo,275,32285.13806,215340.874,1
170906,Santa Marinha,Ribeira de Pena,Vila Real,3467.95,Santa Marinha,551,30616.23811,208370.6933,1
170908,União das freguesias de Cerva e Limões,Ribeira de Pena,Vila Real,6003.76,Cerva e Limões,2285,24132.42537,199236.4681,0
171112,União das freguesias de Louredo e Fornelos,Santa Marta de Penaguião,Vila Real,1216.93,Louredo e Fornelos,520,26033.60838,175695.9448,1
171201,Água Revés e Crasto,Valpaços,Vila Real,1898.72,Água Revés e Crasto,275,66886.69735,209207.492,1
171203,Algeriz,Valpaços,Vila Real,2090.66,Algeriz,502,62893.54794,212977.2345,1
171205,Bouçoães,Valpaços,Vila Real,2598.54,Bouçoães,303,77335.07278,231622.3799,2
171206,Canaveses,Valpaços,Vila Real,1287.21,Canaveses,170,63455.48128,204649.3779,1
171209,Ervões,Valpaços,Vila Real,2184.78,Ervões,534,64843.63538,221131.4007,1
171211,Fornos do Pinhal,Valpaços,Vila Real,1039.86,Fornos do Pinhal,320,72829.43271,220687.8243,1
171212,Friões,Valpaços,Vila Real,2816.3,Friões,447,60980.17573,222866.9643,1
171215,Padrela e Tazem,Valpaços,Vila Real,2311.94,Padrela e Tazem,277,53102.26068,210546.7674,1
171216,Possacos,Valpaços,Vila Real,1308.78,Possacos,358,72248.08758,217048.5164,1
171217,Rio Torto,Valpaços,Vila Real,3068.83,Rio Torto,284,71620.51953,208685.4308,1
171219,Santa Maria de Emeres,Valpaços,Vila Real,1657.17,Santa Maria de Emeres,311,62398.62996,208026.1795,1
171220,Santa Valha,Valpaços,Vila Real,2724.49,Santa Valha,317,71853.54796,224662.1456,1
171221,Santiago da Ribeira de Alhariz,Valpaços,Vila Real,2161.2,Santiago da Ribeira de Alhariz,503,60751.57724,217368.4766,1
171222,São João da Corveira,Valpaços,Vila Real,1583.69,São João da Corveira,455,56183.32843,213081.9519,1
171223,São Pedro de Veiga de Lila,Valpaços,Vila Real,1938.27,São Pedro de Veiga de Lila,243,67245.06547,202397.3398,1
171224,Serapicos,Valpaços,Vila Real,716.91,Serapicos,196,58146.86275,216412.072,1
171227,Vales,Valpaços,Vila Real,2250.5,Vales,191,64063.66387,200121.3749,1
171229,Vassal,Valpaços,Vila Real,1314.31,Vassal,395,65468.51227,216926.1954,1
171230,Veiga de Lila,Valpaços,Vila Real,1435.82,Veiga de Lila,233,67787.80365,205865.3384,1
171231,Vilarandelo,Valpaços,Vila Real,2016.09,Vilarandelo,961,68385.04359,221602.035,1
171232,Carrazedo de Montenegro e Curros,Valpaços,Vila Real,4982.58,Carrazedo de Montenegro e Curros,1643,57749.36945,208211.3357,1
171233,Lebução, Fiães e Nozelos,Valpaços,Vila Real,2970.72,Lebução, Fiães e Nozelos,548,72352.04711,231454.546,1
171234,Sonim e Barreiros,Valpaços,Vila Real,1778.7,Sonim e Barreiros,314,75119.75861,226328.5639,2
180906,Vilar Seco,Nelas,Viseu,1015.09,Vilar Seco,668,23607.00404,99188.41303,0
180908,Lapa do Lobo,Nelas,Viseu,732.15,Lapa do Lobo,682,19049.38916,89455.17243,0
180910,União das freguesias de Carvalhal Redondo e Aguieira,Nelas,Viseu,1352.06,Carvalhal Redondo e Aguieira,1371,18977.66608,96228.46693,0
180911,União das freguesias de Santar e Moreira,Nelas,Viseu,1630.45,Santar e Moreira,1411,19990.43567,99535.42814,0
181002,Arcozelo das Maias,Oliveira de Frades,Viseu,2180.81,Arcozelo das Maias,1223,-11415.85146,118298.7998,0
181005,Pinheiro,Oliveira de Frades,Viseu,2161.86,Pinheiro,1115,-8133.145994,116357.9619,0
181007,Ribeiradio,Oliveira de Frades,Viseu,1567.14,Ribeiradio,859,-14710.84552,117180.0674,0
181008,São João da Serra,Oliveira de Frades,Viseu,1240.68,São João da Serra,409,-9659.097089,123620.6896,0
181009,São Vicente de Lafões,Oliveira de Frades,Viseu,819.92,São Vicente de Lafões,748,-1891.174063,116362.6087,0
181013,União das freguesias de Arca e Varzielas,Oliveira de Frades,Viseu,2036.96,Arca e Varzielas,559,-5999.20041,103141.6991,0
181014,União das freguesias de Destriz e Reigoso,Oliveira de Frades,Viseu,2275.8,Destriz e Reigoso,587,-12095.99496,111393.1366,0
181015,União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães,Oliveira de Frades,Viseu,2251.45,Oliveira de Frades, Souto de Lafões e Sejães,4006,-4653.363943,117981.9939,0
181102,Castelo de Penalva,Penalva do Castelo,Viseu,2716.17,Castelo de Penalva,812,40683.59001,109998.6517,1
181103,Esmolfe,Penalva do Castelo,Viseu,1087.06,Esmolfe,382,38898.22195,113376.2205,1
181104,Germil,Penalva do Castelo,Viseu,545.92,Germil,436,35212.12457,108035.3327,1
181105,Ínsua,Penalva do Castelo,Viseu,943.75,Ínsua,2046,36006.88985,111883.9002,1
181106,Lusinde,Penalva do Castelo,Viseu,280.7,Lusinde,190,34297.66612,113427.7705,1
181109,Pindo,Penalva do Castelo,Viseu,1676.43,Pindo,1716,32428.54479,110921.8911,1
181110,Real,Penalva do Castelo,Viseu,469.08,Real,244,38184.5387,107609.0322,1
181111,Sezures,Penalva do Castelo,Viseu,2104.27,Sezures,606,43396.88025,114808.9242,1
181112,Trancozelos,Penalva do Castelo,Viseu,512.43,Trancozelos,247,36115.26198,109536.0212,1
181114,União das freguesias de Antas e Matela,Penalva do Castelo,Viseu,1826.84,Antas e Matela,403,47837.53862,111740.2768,1
030203,Adães,Barcelos,Braga,269.03,Adães,755,-35949.60838,206270.9757,-1
030205,Airó,Barcelos,Braga,302.34,Airó,883,-35380.92338,205060.3736,-1
030206,Aldreu,Barcelos,Braga,479.67,Aldreu,795,-48193.43622,214657.9432,-1
030208,Alvelos,Barcelos,Braga,338.17,Alvelos,2010,-40698.51682,204257.8988,-1
030209,Arcozelo,Barcelos,Braga,343.68,Arcozelo,12824,-39685.96776,208449.7804,-1
030210,Areias,Barcelos,Braga,251.14,Areias,1026,-33992.97115,209890.0054,-1
030212,Balugães,Barcelos,Braga,272.61,Balugães,787,-42117.24266,219499.1457,-1
030213,Barcelinhos,Barcelos,Braga,275.7,Barcelinhos,1869,-40846.33367,205868.6252,-1
030215,Barqueiros,Barcelos,Braga,806.64,Barqueiros,1916,-49746.89978,200617.6435,-1
030216,Cambeses,Barcelos,Braga,331.18,Cambeses,1236,-33187.48866,201533.8105,-1
030218,Carapeços,Barcelos,Braga,811.6,Carapeços,2168,-43084.68448,213818.9736,-1
030220,Carvalhal,Barcelos,Braga,257.98,Carvalhal,1233,-42044.78978,204434.0451,-1
030221,Carvalhas,Barcelos,Braga,349.45,Carvalhas,692,-38514.47112,200307.7443,-1
030224,Cossourado,Barcelos,Braga,644.12,Cossourado,758,-40880.42456,217936.7908,-1
030228,Cristelo,Barcelos,Braga,771.48,Cristelo,1657,-47546.72912,200784.9448,-1
030234,Fornelos,Barcelos,Braga,429.18,Fornelos,803,-45985.36528,205145.2718,-1
030235,Fragoso,Barcelos,Braga,1258.83,Fragoso,2069,-47195.48197,216183.8932,-1
030237,Gilmonde,Barcelos,Braga,557.77,Gilmonde,1497,-43752.69652,204486.5876,-1
030242,Lama,Barcelos,Braga,326.72,Lama,1164,-34185.1747,211183.0649,-1
030243,Lijó,Barcelos,Braga,441.92,Lijó,2425,-39711.50441,211360.7187,-1
030244,Macieira de Rates,Barcelos,Braga,784.95,Macieira de Rates,1907,-42169.02445,196253.9739,-1
030245,Manhente,Barcelos,Braga,391.08,Manhente,1705,-36684.13922,208669.0956,-1
030247,Martim,Barcelos,Braga,531.7,Martim,2051,-31680.99851,207204.0477,-1
030252,Moure,Barcelos,Braga,254.31,Moure,921,-35358.0865,203624.4429,-1
030254,Oliveira,Barcelos,Braga,545.77,Oliveira,986,-34688.66217,212990.7481,-1
030255,Palme,Barcelos,Braga,831.45,Palme,1045,-48143.85661,212886.545,-1
030256,Panque,Barcelos,Braga,628.95,Panque,631,-38126.09847,218014.4143,-1
030257,Paradela,Barcelos,Braga,835.85,Paradela,789,-46209.74472,198752.4644,-1
030259,Pereira,Barcelos,Braga,384.81,Pereira,1241,-41813.42722,202296.1407,-1
030260,Perelhal,Barcelos,Braga,680.31,Perelhal,1700,-47268.25808,206551.1104,-1
030261,Pousa,Barcelos,Braga,663.16,Pousa,2218,-31971.50443,209305.3869,-1
030263,Remelhe,Barcelos,Braga,612.41,Remelhe,1280,-39649.75282,202286.6266,-1
030264,Roriz,Barcelos,Braga,653.39,Roriz,2021,-37432.36672,212755.7185,-1
030265,Rio Covo (Santa Eugénia),Barcelos,Braga,313.41,Rio Covo (Santa Eugénia),1556,-38404.06157,206675.551,-1
030268,Galegos (Santa Maria),Barcelos,Braga,458.82,Galegos (Santa Maria),2848,-37468.17677,210684.5977,-1
030272,Galegos (São Martinho),Barcelos,Braga,312.24,Galegos (São Martinho),1842,-35694.45067,210235.9903,-1
030277,Tamel (São Veríssimo),Barcelos,Braga,332.56,Tamel (São Veríssimo),2915,-38506.20783,208601.1965,-1
030279,Silva,Barcelos,Braga,217.96,Silva,900,-41575.78144,211302.6368,-1
030282,Ucha,Barcelos,Braga,426.94,Ucha,1416,-31950.21591,211749.7959,-1
030283,Várzea,Barcelos,Braga,295.21,Várzea,1934,-37059.98198,205002.8324,-1
030287,Vila Seca,Barcelos,Braga,434.25,Vila Seca,1064,-46211.45307,203539.0541,-1
